continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
asia,high school,y,n,1723,1968,south,28301.07,year,y,0
oceania,bachelor's,n,n,872,1819,northeast,553.2211,hour,y,1
asia,bachelor's,n,n,429,2006,northeast,140684.51,year,y,1
asia,bachelor's,y,n,5670,2003,west,101125.76,year,y,0
asia,bachelor's,y,n,3269,1999,midwest,131162.72,year,y,1
asia,master's,y,n,5337,2007,south,98271.46,year,n,1
oceania,master's,y,n,3714,1968,midwest,155754.11,year,n,0
asia,master's,n,n,1151,2011,northeast,143835.92,year,n,1
asia,master's,y,n,15325,1968,south,170255.29,year,n,0
asia,doctorate,y,n,1102,2010,northeast,91557.89,year,y,1
asia,master's,n,n,8280,1998,west,103.64,hour,y,0
europe,high school,y,n,838,1901,south,110435.59,year,y,0
north america,high school,n,n,2234,1998,northeast,2875.23,year,y,0
north america,bachelor's,y,n,4527,1997,midwest,51306.59,year,y,0
asia,master's,y,n,2085,1947,midwest,82971.81,year,n,1
south america,master's,y,n,1227,1999,south,31327.98,year,y,1
asia,bachelor's,y,n,2556,1992,island,51775.82,year,y,1
asia,master's,y,n,3674,1998,midwest,42740.12,year,y,1
asia,bachelor's,n,n,1315,1999,south,21691.27,year,y,1
asia,bachelor's,y,n,4422,2013,west,89421.2,year,y,0
europe,master's,n,n,1255,2005,west,105691.4,year,y,0
asia,master's,y,n,755,1912,south,77724.8,year,y,1
asia,bachelor's,n,n,1824,1939,west,88678.65,year,y,0
asia,bachelor's,y,n,3764,1911,west,61119.96,year,y,1
asia,master's,y,n,19230,2010,midwest,89027.32,year,y,1
asia,bachelor's,y,n,1295,1998,northeast,31706.19,year,y,0
asia,bachelor's,n,y,819,1997,south,85598.66,year,y,1
asia,bachelor's,y,n,4091,1909,northeast,121202.42,year,n,1
asia,master's,y,n,3840,2007,south,98275.01,year,n,1
asia,bachelor's,n,n,344,1996,south,21455.51,year,y,1
asia,bachelor's,y,n,1732,1998,northeast,68763.28,year,y,1
asia,master's,y,n,1980,1995,south,63845.36,year,y,1
europe,doctorate,y,n,927,1894,west,41512.53,year,y,1
asia,master's,y,n,4120,2008,midwest,43412.68,year,y,1
asia,bachelor's,n,y,2585,1886,midwest,88224.01,year,y,0
asia,master's,y,n,1148,2010,northeast,10194.35,year,y,1
asia,master's,n,n,317150,2001,south,9580.71,year,y,1
europe,bachelor's,n,n,2836,2002,south,82560.28,year,y,1
europe,doctorate,n,n,1306,1864,northeast,55.7084,hour,y,1
asia,bachelor's,y,n,317,2013,northeast,55888.1,year,y,0
asia,master's,n,n,2835,2003,south,109765.53,year,n,1
asia,master's,y,n,3924,1991,south,58411.82,year,y,1
asia,bachelor's,n,n,391,1969,west,72497.3,year,y,1
asia,master's,y,n,439,2000,midwest,171777.29,year,y,1
asia,master's,n,y,1910,1998,west,155887.18,year,y,1
asia,master's,y,n,4522,2009,northeast,4978.95,year,y,1
asia,bachelor's,y,y,1652,2012,south,4877.78,year,y,0
asia,master's,y,n,133132,1855,northeast,120324.27,year,y,1
asia,bachelor's,y,n,3235,1872,midwest,107563.55,year,y,1
asia,master's,n,n,1869,1958,west,40338.72,year,y,1
asia,master's,y,n,1161,2010,northeast,358.263,hour,y,1
asia,doctorate,n,n,1171,1920,midwest,83189.16,year,y,1
asia,master's,y,n,4152,1891,west,101.71,hour,y,1
asia,master's,n,n,209,1993,northeast,182853.58,year,y,0
europe,bachelor's,n,n,4334,2012,northeast,25997.89,year,y,1
asia,master's,y,y,2788,1889,island,109337.92,year,y,1
europe,bachelor's,y,n,4711,2007,west,47353.13,year,y,0
north america,master's,y,n,2147,2011,midwest,148755.52,year,y,1
europe,bachelor's,n,n,2674,1854,west,57862.23,year,y,0
north america,doctorate,n,y,4507,1954,northeast,106203.55,year,y,1
asia,high school,n,n,1999,1919,south,43084.33,year,y,0
north america,master's,y,n,3639,2006,midwest,42138.36,year,y,1
asia,master's,y,n,636,2006,midwest,135054.41,year,y,1
north america,master's,y,n,1502,1977,northeast,31074.24,year,y,1
asia,high school,n,n,1341,2009,west,458.5898,hour,y,0
europe,bachelor's,y,y,2030,1997,south,222276.55,year,y,1
asia,bachelor's,n,n,242,1962,midwest,48729.55,year,y,0
asia,master's,y,n,4222,1885,west,49074.18,year,y,1
north america,master's,n,n,593,1838,west,167.9464,hour,y,0
asia,high school,y,n,3690,1989,northeast,10886.32,year,y,0
asia,bachelor's,y,n,653,1911,west,35005.09,year,y,1
asia,master's,n,n,2237,1989,midwest,106140.97,year,y,1
asia,bachelor's,n,y,764,2002,northeast,77558.24,year,y,1
north america,bachelor's,y,n,836,2003,northeast,23637.85,year,y,1
asia,bachelor's,y,n,1642,1996,northeast,149550.35,year,y,1
europe,bachelor's,y,y,3181,1945,west,72488.92,year,y,1
asia,bachelor's,y,n,4984,2010,northeast,165751.92,year,y,0
asia,master's,y,n,2861,2014,west,52770.54,year,y,1
africa,master's,y,n,118278,1975,west,82761.01,year,y,1
asia,bachelor's,y,n,236,1998,northeast,43351.06,year,y,0
asia,doctorate,n,n,3361,2003,south,369.6246,hour,y,1
asia,master's,n,n,14581,1975,west,33269.74,year,y,0
europe,high school,y,n,4490,1979,west,19992.12,year,y,0
asia,master's,y,n,673,2006,midwest,99938.21,year,y,1
asia,bachelor's,y,n,4389,1855,midwest,67132.25,year,y,1
asia,bachelor's,n,n,4929,1988,south,73837.3,year,y,0
north america,master's,n,n,3018,1950,midwest,589.9443,hour,y,0
europe,bachelor's,n,y,4823,1985,northeast,30770.16,year,y,1
north america,bachelor's,y,n,1062,1980,midwest,8932.55,year,y,1
north america,master's,n,n,866,2010,south,40224.34,year,y,1
asia,master's,n,n,725,2005,south,22518.04,year,y,1
europe,master's,n,n,81,1982,west,100195.89,year,y,1
europe,master's,y,n,1599,1819,west,78197.33,year,y,1
north america,bachelor's,n,n,2206,2004,south,91714.57,year,n,0
europe,doctorate,y,n,4249,2014,northeast,12299.95,year,y,1
asia,high school,y,n,1798,1993,south,76845.5,year,y,0
asia,bachelor's,y,n,1586,1954,northeast,31054.87,year,y,0
asia,master's,y,n,3785,1838,south,155577.64,year,n,1
north america,bachelor's,n,n,5227,1817,northeast,102.94,hour,y,0
asia,doctorate,y,n,2079,1977,south,20193.89,year,y,1
asia,high school,y,n,1717,1991,south,227.7353,hour,y,0
europe,master's,n,n,1260,1977,northeast,125796.3,year,n,1
asia,master's,y,n,1773,2014,midwest,31753.57,year,y,1
europe,master's,n,n,904,1979,northeast,586.7939,hour,y,0
asia,bachelor's,y,n,2629,1998,northeast,40864.73,year,y,1
asia,master's,y,y,653,1939,northeast,35054.7,year,y,1
asia,doctorate,n,n,3433,1982,northeast,105802.25,year,y,1
asia,bachelor's,n,n,3963,1988,northeast,72290.58,year,n,0
asia,bachelor's,n,n,4152,1978,west,69518.9,year,y,1
asia,bachelor's,n,y,280,1975,west,1066.19,year,y,1
asia,master's,y,n,2473,1999,west,104312.06,year,y,1
asia,doctorate,n,y,2854,1895,midwest,112127.47,year,y,1
asia,high school,y,n,5369,1999,northeast,50202.73,year,y,0
north america,bachelor's,n,n,2979,1998,northeast,86665.46,year,n,0
asia,master's,y,n,2748,1941,west,15335.44,year,y,1
asia,master's,n,n,2453,1997,south,88831.1,year,y,0
north america,master's,y,n,2996,1994,west,105024.69,year,y,0
south america,bachelor's,y,n,1302,1973,south,367.6747,hour,y,0
europe,master's,y,n,5405,1999,northeast,93747.83,year,n,1
asia,bachelor's,y,n,1841,2003,northeast,771.2467,hour,y,0
asia,bachelor's,n,n,1596,2005,midwest,119308.95,year,y,1
asia,high school,y,n,59391,1998,south,108447.77,year,y,0
europe,doctorate,n,n,4081,1970,west,50577.52,year,y,1
asia,master's,n,n,1123,2009,south,104.85,hour,y,0
europe,master's,y,y,2543,1979,west,44082.61,year,y,1
asia,bachelor's,n,n,3571,2004,midwest,60766.49,year,y,1
asia,master's,y,n,4330,2011,west,51035.33,year,y,1
asia,master's,y,n,621,1985,midwest,100448.17,year,y,1
asia,master's,n,n,2058,1855,south,125473.59,year,y,0
asia,bachelor's,y,n,4682,2005,west,48990.93,year,y,1
europe,doctorate,n,n,2036,2013,west,115933.41,year,y,1
north america,bachelor's,n,n,3048,2006,west,114991.22,year,y,0
north america,bachelor's,n,y,4941,2007,south,115.78,hour,y,0
asia,master's,y,n,2387,2007,midwest,19467.21,year,y,1
north america,bachelor's,n,n,3581,2009,west,8431.26,year,y,1
europe,master's,n,n,1016,1992,south,68818.62,year,y,1
asia,high school,y,n,3763,2004,west,157559.04,year,y,0
europe,bachelor's,y,n,1566,2006,west,12956.83,year,y,1
africa,master's,n,n,2570,1973,south,133552.89,year,y,1
asia,bachelor's,n,n,4498,2008,south,273009.56,year,y,1
asia,master's,n,n,3365,1995,northeast,89880.37,year,n,0
south america,bachelor's,n,n,1756,1991,south,546.5987,hour,y,1
north america,master's,n,n,4349,1986,northeast,893.756,hour,y,1
asia,bachelor's,y,n,2421,1998,south,51327.8,year,y,1
asia,bachelor's,n,n,1491,2001,south,948.0337,hour,y,0
asia,bachelor's,n,n,1362,2002,west,74251.37,year,y,0
europe,bachelor's,y,n,522,1999,south,99323.3,year,n,1
asia,bachelor's,n,y,179,2010,south,85510.91,year,y,1
asia,master's,y,n,5956,2006,midwest,131765.12,year,n,0
asia,master's,y,n,1834,1995,south,832.6108,hour,y,1
asia,master's,y,n,1605,2012,northeast,38500.66,year,y,1
asia,bachelor's,n,n,2393,1982,northeast,66989.76,year,n,0
asia,bachelor's,y,n,899,1994,west,30271.57,year,y,1
asia,bachelor's,y,n,28,2002,west,25809.59,year,y,0
asia,master's,n,n,579004,1969,south,103507.01,year,n,1
asia,master's,y,n,4335,2015,west,88641.0,year,y,1
north america,master's,y,n,6170,1997,northeast,36051.4,year,y,1
africa,high school,y,n,772,1986,northeast,52696.67,year,y,0
europe,bachelor's,y,n,1479,1949,south,73.924,hour,y,0
asia,master's,n,n,127,1902,south,118955.57,year,n,1
asia,master's,n,n,796,1906,northeast,84587.92,year,y,1
asia,bachelor's,y,n,2812,1979,south,15685.78,year,y,1
europe,doctorate,y,n,751,1977,midwest,26434.64,year,y,1
europe,master's,n,n,3431,1912,west,53512.88,year,y,0
north america,master's,n,n,1649,1981,west,519.1258,hour,y,0
asia,bachelor's,y,n,1843,1997,northeast,36948.39,year,y,1
europe,doctorate,n,n,1760,2001,northeast,55614.04,year,y,1
africa,master's,n,y,9151,1895,south,80026.48,year,y,1
europe,doctorate,y,n,907,1970,south,61999.27,year,y,1
europe,high school,y,y,1065,2007,south,103429.27,year,y,0
asia,master's,y,n,1830,2013,midwest,83343.92,year,y,1
asia,high school,y,n,27863,2006,south,72162.14,year,y,0
south america,bachelor's,y,y,161,1957,northeast,116.0,hour,y,0
south america,doctorate,y,y,2339,2008,south,95988.21,year,y,1
asia,bachelor's,n,n,892,1987,midwest,129640.76,year,y,1
europe,master's,y,n,735,2005,northeast,19960.61,year,y,1
asia,master's,n,n,37938,2013,west,27684.86,year,y,1
asia,high school,y,n,40331,1968,south,92949.13,year,y,0
oceania,bachelor's,y,n,2244,1994,south,86803.98,year,n,1
asia,bachelor's,y,n,718,1968,west,82023.65,year,y,0
north america,bachelor's,y,n,18109,1819,island,122896.09,year,y,0
asia,master's,n,n,2116,2005,south,60862.94,year,y,1
europe,master's,y,n,3481,2005,west,118633.87,year,y,1
asia,master's,y,n,3519,2004,west,7315.4,year,y,1
africa,master's,y,n,5000,1962,midwest,86197.96,year,y,1
asia,bachelor's,y,n,3750,1997,northeast,29544.2,year,y,1
asia,high school,n,n,3130,1999,west,43496.59,year,y,0
south america,master's,y,y,386,1999,northeast,11452.73,year,y,0
north america,bachelor's,y,n,108596,2009,south,76800.44,year,y,1
asia,master's,n,n,534,2012,south,135067.59,year,n,1
north america,master's,y,n,13790,1998,northeast,17856.49,year,y,1
asia,bachelor's,n,n,1838,2005,west,115373.64,year,y,1
asia,master's,y,n,3098,1994,midwest,29442.45,year,y,1
asia,bachelor's,n,n,4926,2008,south,41642.75,year,y,0
asia,master's,n,n,3494,1925,midwest,84737.11,year,y,0
asia,master's,y,n,2680,1892,south,468.4167,hour,y,1
asia,master's,n,n,2080,2004,midwest,135248.19,year,y,1
asia,master's,n,n,2771,1961,northeast,128983.47,year,n,1
asia,bachelor's,y,n,739,1810,midwest,204806.0,year,y,1
europe,master's,y,n,2083,2005,midwest,97825.11,year,y,1
asia,master's,y,n,1838,1917,northeast,238662.95,year,y,1
asia,bachelor's,y,n,2064,1847,south,189.0481,hour,y,0
asia,master's,n,n,3292,2005,midwest,99628.93,year,y,1
europe,high school,n,n,2863,1981,west,16202.09,year,y,0
asia,high school,y,n,827,1956,south,62752.72,year,y,0
asia,bachelor's,n,n,3924,2004,west,52687.18,year,y,0
europe,doctorate,n,y,2831,2008,south,2352.15,year,y,1
europe,bachelor's,n,n,3350,2008,northeast,127065.45,year,y,1
asia,high school,n,n,3190,2012,west,58762.91,year,y,0
asia,bachelor's,y,n,1771,1934,northeast,49262.75,year,y,1
asia,master's,n,n,585,1986,midwest,156304.54,year,y,1
asia,master's,n,n,1703,2003,midwest,122260.05,year,y,1
europe,doctorate,n,n,4595,1999,northeast,17176.81,year,y,1
north america,master's,n,n,945,2002,northeast,198044.04,year,n,1
north america,master's,y,n,3529,2001,west,39639.59,year,y,1
asia,master's,y,n,3314,1999,midwest,113990.77,year,y,1
asia,high school,y,n,4446,2000,northeast,57966.03,year,y,0
north america,bachelor's,y,n,662,1999,northeast,129670.44,year,y,0
south america,master's,y,n,298,1973,west,14482.79,year,y,1
asia,master's,n,n,1063,1985,west,212575.95,year,y,0
north america,master's,y,n,4885,2000,west,61184.07,year,y,0
asia,bachelor's,y,n,4720,2000,west,89685.09,year,y,1
asia,bachelor's,n,n,376,1959,south,127491.16,year,n,1
asia,master's,n,y,2373,2006,west,3567.48,year,y,1
europe,high school,y,n,3255,1869,west,49322.27,year,y,0
asia,master's,n,y,1680,1991,west,102710.73,year,y,1
asia,bachelor's,y,n,19526,1998,south,18133.73,year,y,0
europe,doctorate,n,n,1163,1968,south,4639.64,year,y,1
africa,master's,n,n,155,2001,west,9448.28,year,y,1
asia,master's,y,n,6394,1979,northeast,43370.89,year,y,1
north america,bachelor's,y,n,313,2004,northeast,14292.34,year,y,1
asia,bachelor's,y,y,666,2010,west,40358.96,year,y,1
asia,bachelor's,n,y,3222,2000,south,144728.15,year,y,1
asia,bachelor's,y,n,2890,1984,south,18754.88,year,y,1
africa,master's,n,n,4779,2006,west,70506.16,year,y,1
asia,bachelor's,y,n,3100,1997,midwest,58574.89,year,n,1
asia,bachelor's,y,n,791,1838,west,60113.44,year,y,0
north america,bachelor's,y,n,796,1938,south,689.3365,hour,y,0
north america,bachelor's,y,n,70050,1867,south,68174.39,year,y,0
asia,bachelor's,y,n,3051,2001,west,63904.2,year,y,1
africa,master's,y,n,4103,2005,south,99127.74,year,y,1
south america,bachelor's,n,n,2512,2010,midwest,86152.4,year,y,1
asia,master's,y,n,3910,2006,northeast,100909.11,year,y,1
europe,bachelor's,n,n,2629,2004,west,105823.23,year,y,1
north america,master's,n,n,14360,1987,island,133404.82,year,y,0
asia,doctorate,y,y,179,1872,northeast,24598.08,year,y,1
north america,bachelor's,n,n,171,2004,south,158041.96,year,y,0
asia,bachelor's,y,n,1453,1976,west,165365.56,year,y,0
europe,master's,y,n,5686,1989,northeast,39734.5,year,y,1
asia,master's,y,n,1246,2011,south,87639.63,year,y,1
asia,bachelor's,y,n,2458,2010,south,22812.27,year,y,1
north america,master's,n,n,618,1945,south,65971.41,week,y,0
asia,master's,y,n,1925,1972,south,111123.75,year,y,1
asia,master's,n,n,2754,1997,south,121213.05,year,y,1
asia,master's,y,n,4779,1997,south,171128.69,year,n,1
europe,master's,n,n,1993,2008,midwest,55665.53,year,y,1
africa,bachelor's,y,n,1605,1947,northeast,208169.03,year,y,0
asia,bachelor's,y,n,735,2007,northeast,78248.32,year,y,1
asia,high school,y,n,988,1963,south,120960.98,year,y,0
north america,high school,n,y,1832,1855,midwest,120253.81,year,y,0
south america,bachelor's,n,n,1900,2001,south,112556.69,year,y,0
north america,high school,y,n,5990,2006,west,87312.49,year,y,0
asia,master's,n,n,1447,1999,west,212950.63,year,n,1
asia,master's,y,n,1764,2010,south,60119.93,year,y,1
europe,master's,n,n,4106,1902,south,126.28,year,y,1
north america,bachelor's,y,n,2683,2007,northeast,98593.73,year,y,0
europe,master's,y,n,1101,1996,south,52128.46,year,y,1
asia,high school,n,n,1193,2003,midwest,111.42,hour,y,0
north america,high school,n,n,216,1999,south,110160.2,year,y,0
asia,master's,n,n,864,1938,midwest,86027.83,year,y,1
asia,high school,y,n,1616,1980,midwest,45737.12,year,y,0
asia,doctorate,y,n,587,2005,south,129094.64,year,y,1
asia,master's,n,y,2456,2006,south,60876.93,year,y,1
asia,master's,y,n,2840,2012,midwest,54359.19,year,y,1
europe,high school,y,n,511,1990,west,35831.63,year,y,0
asia,bachelor's,n,y,2090,2011,south,109495.97,year,y,1
asia,master's,y,n,2893,2007,northeast,79006.3,year,y,1
africa,master's,y,n,1213,1998,west,40071.91,year,y,1
asia,master's,y,n,1297,2008,south,147447.95,year,y,1
europe,doctorate,y,n,3381,1997,west,92923.02,year,y,1
africa,bachelor's,n,y,2489,1998,northeast,23166.97,year,y,0
asia,high school,n,n,2121,1838,south,113239.94,year,y,0
asia,bachelor's,n,n,1357,1984,northeast,839.9962,hour,y,0
asia,master's,n,n,2635,1963,northeast,126258.45,year,y,0
asia,bachelor's,n,y,3578,2013,south,83708.98,year,y,1
north america,doctorate,y,n,4918,1971,west,4655.69,year,y,1
north america,master's,y,n,5735,2003,west,861.22,year,n,0
asia,master's,n,n,327,2003,south,88255.78,year,y,0
asia,master's,y,n,145671,1977,northeast,38734.3,year,y,1
europe,doctorate,y,n,1503,1887,northeast,99964.36,year,y,1
asia,high school,y,n,454,1990,west,24356.17,year,y,0
asia,bachelor's,n,y,420,1948,south,90866.89,year,y,1
asia,bachelor's,n,n,4138,1990,west,104054.92,year,y,1
south america,bachelor's,n,n,418,1997,west,621.3853,hour,y,0
asia,bachelor's,y,n,6272,1975,northeast,125311.45,year,y,1
asia,bachelor's,y,y,2425,1972,south,157482.58,year,y,1
europe,master's,y,n,4395,2005,northeast,35424.19,year,y,1
europe,bachelor's,n,n,1000,1998,west,49434.03,year,y,1
asia,bachelor's,n,n,82,2001,west,61386.2,year,y,1
asia,high school,y,y,3755,2011,northeast,72124.54,year,y,0
asia,doctorate,n,y,1405,2010,south,110302.99,year,y,1
africa,master's,n,n,2827,1997,northeast,127564.06,year,y,1
asia,high school,y,n,1242,2005,midwest,42543.51,year,y,0
north america,master's,y,n,1945,2002,northeast,516.5716,hour,y,0
north america,bachelor's,n,n,3308,1978,west,39473.02,year,y,0
north america,high school,n,y,2061,1999,midwest,78967.52,year,y,0
asia,doctorate,y,n,4657,2008,south,59037.73,year,y,1
europe,doctorate,y,n,4970,1996,northeast,10517.0,year,y,1
asia,master's,n,n,872,1900,west,51836.04,year,y,0
asia,bachelor's,y,n,5902,2005,midwest,105861.03,year,y,1
asia,bachelor's,y,n,18958,2009,midwest,85241.06,year,y,0
asia,high school,y,n,1335,1948,west,45422.18,year,y,0
asia,bachelor's,y,n,307,1989,south,84377.19,year,y,0
asia,bachelor's,n,y,616,1998,west,117580.38,year,y,1
asia,high school,y,n,2863,1928,west,77733.46,year,y,0
asia,bachelor's,y,n,5810,2003,midwest,35439.69,year,y,0
asia,bachelor's,n,n,3337,1976,south,47834.4,year,y,1
asia,high school,y,n,1449,1960,west,78652.22,year,y,0
asia,master's,y,n,1454,2013,midwest,137109.86,year,y,1
asia,bachelor's,n,n,1687,1952,midwest,43940.9,year,y,1
north america,bachelor's,n,n,1450,1998,northeast,52711.07,year,y,1
asia,bachelor's,y,n,739,1958,west,219.92,year,y,0
north america,bachelor's,y,n,2708,1954,northeast,34199.83,year,y,0
north america,bachelor's,y,n,104636,1995,northeast,54337.0,year,y,0
north america,master's,y,n,2193,1969,northeast,66487.69,week,y,0
europe,doctorate,y,n,5450,2008,west,4198.14,year,y,1
africa,bachelor's,y,n,84074,2008,northeast,115732.03,year,y,1
asia,master's,n,n,3208,2001,south,81536.29,year,y,1
asia,doctorate,y,y,2512,1840,northeast,53071.75,year,y,1
asia,master's,y,n,1192,1875,midwest,142491.62,year,y,1
asia,high school,y,n,-14,1999,south,27599.35,year,y,0
asia,high school,y,n,3705,2002,midwest,119525.69,year,y,0
europe,master's,y,n,4266,2006,west,21499.29,year,y,1
asia,bachelor's,y,n,9985,1986,west,87194.72,year,y,1
asia,master's,y,n,1062,1997,northeast,79862.85,year,y,1
asia,master's,n,n,3516,2008,midwest,51497.37,year,y,1
asia,master's,y,n,3138,2001,northeast,76148.96,year,y,1
asia,master's,y,n,1960,1847,west,50872.54,year,y,1
asia,bachelor's,y,n,646,1883,south,63766.42,year,y,0
asia,master's,n,n,1974,1979,midwest,143838.08,year,y,1
asia,master's,y,n,3840,1986,midwest,44684.84,year,n,0
asia,bachelor's,y,n,2489,1993,west,67609.99,year,n,1
asia,bachelor's,n,n,2419,2007,south,993.9033,hour,y,0
asia,master's,y,y,3148,1987,west,105742.39,year,y,1
asia,high school,y,n,2090,1975,midwest,82741.89,year,y,0
north america,master's,y,n,621,1976,northeast,39526.46,year,n,1
north america,bachelor's,y,n,90532,1948,northeast,89731.56,week,y,1
asia,bachelor's,y,n,47,2010,south,56241.2,year,y,1
north america,bachelor's,n,n,341,1998,west,73116.14,year,y,1
asia,high school,n,y,852,1999,south,111233.22,year,y,0
europe,bachelor's,y,y,2066,2004,west,9668.72,year,y,1
asia,master's,n,n,163,2010,south,127480.33,year,y,1
asia,high school,y,n,1845,2009,south,170636.06,year,y,0
asia,bachelor's,y,n,222,1971,northeast,54599.61,year,y,1
